Date,N1,N2,N3,N4,N5,E1,E2,Year,Month,DayOfWeek,DayOfYear,WeekOfYear,Quarter,Season,Main_Sum,Main_Mean,Main_Std,Main_Min,Main_Max,Main_Range,Stars_Sum,Stars_Mean,Stars_Diff,Main_Even_Count,Main_Odd_Count,Stars_Even_Count,Decade_1_Count,Decade_2_Count,Decade_3_Count,Decade_4_Count,Decade_5_Count,N1_Freq_50,N2_Freq_50,N3_Freq_50,N4_Freq_50,N5_Freq_50,E1_Freq_50,E2_Freq_50,N1_LastSeen,N2_LastSeen,N3_LastSeen,N4_LastSeen,N5_LastSeen,E1_LastSeen,E2_LastSeen,Main_Sum_MA_5,Stars_Sum_MA_5,Main_Sum_MA_10,Stars_Sum_MA_10,Main_Sum_MA_20,Stars_Sum_MA_20,Main_Sum_Volatility_5,Main_Sum_Volatility_10,Main_Sum_Volatility_20
2020-03-17,5,7,8,16,20,2,12,2020,3,1,77,12,1,1,56,11.2,6.457553716385176,5,20,15,14,7.0,10,3,2,2,3,2,0,0,0,0.06,0.06,0.0,0.0,0.0,0.2,0.12,9,23,128,639,1302,8,2,123.8,14.6,124.4,13.2,124.8,12.25,49.41861997263788,40.38756684371506,37.414604522551755
2020-03-20,3,9,20,34,40,6,12,2020,3,4,80,12,1,1,106,21.2,15.801898620102586,3,40,37,18,9.0,6,3,2,2,2,1,0,2,0,0.14,0.02,0.12,0.02,0.02,0.14,0.14,2,48,6,34,12,10,1,118.2,16.0,120.0,13.4,122.85,12.75,49.56006456815816,39.67926970654121,37.322597923904986
2020-03-24,7,12,26,30,33,10,11,2020,3,1,84,13,1,1,108,21.6,11.458621208504974,7,33,26,21,10.5,1,3,2,1,1,1,2,1,0,0.04,0.0,0.0,0.02,0.0,0.0,0.08,9,55,92,36,252,65,5,102.4,17.8,114.6,14.3,120.35,12.95,31.41337294847552,36.90588631159584,36.50994817566134
2020-03-27,11,14,27,41,46,2,3,2020,3,4,87,13,1,1,139,27.8,15.642889758609181,11,46,35,5,2.5,1,2,3,1,0,2,1,0,2,0.04,0.06,0.06,0.08,0.1,0.2,0.0,5,7,7,12,6,3,65,101.4,15.4,114.8,13.4,121.3,12.65,29.79597288225397,37.04591745388407,36.7467864688802
2020-03-31,12,17,24,30,36,1,9,2020,3,1,91,14,1,1,119,23.8,9.654014708917735,12,36,24,10,5.0,8,4,1,0,0,2,2,1,0,0.0,0.04,0.02,0.04,0.02,0.06,0.08,68,23,20,2,5,7,11,105.6,13.6,117.5,13.4,120.9,12.75,30.664311503766264,36.17319449537176,36.725009404892965
2020-04-03,16,19,34,46,50,2,6,2020,4,4,94,14,2,1,165,33.0,15.362291495737216,16,50,34,8,4.0,4,4,1,2,0,2,0,1,2,0.02,0.04,0.02,0.0,0.04,0.22,0.1,45,19,13,62,36,2,11,127.4,12.4,125.6,13.5,126.85,12.5,24.76489450815412,36.89986449839615,33.44480921096572
2020-04-07,4,5,14,33,48,7,12,2020,4,1,98,15,2,1,104,20.8,19.149412523625887,4,48,44,19,9.5,5,3,2,1,2,1,0,1,1,0.02,0.02,0.0,0.04,0.1,0.02,0.14,10,48,181,44,28,48,5,127.0,12.6,122.6,14.3,126.25,13.0,25.20912533191111,37.35773012376415,33.75589617112531
2020-04-10,3,10,17,33,39,1,4,2020,4,4,101,15,2,1,102,20.4,15.224979474534605,3,39,36,5,2.5,3,1,4,1,2,1,0,2,0,0.14,0.04,0.02,0.06,0.02,0.08,0.1,6,35,18,1,43,3,12,125.8,9.4,114.1,13.6,126.15,12.95,26.45184303597772,30.027579915063885,33.8281648459107
2020-04-14,6,29,34,35,40,4,11,2020,4,1,105,16,2,1,144,28.8,13.330416347586446,6,40,34,15,7.5,7,3,2,1,1,0,1,3,0,0.02,0.0,0.04,0.02,0.04,0.12,0.1,27,70,3,20,7,14,6,126.8,11.4,114.1,13.4,125.4,13.05,27.160633276858672,30.027579915063885,33.222376733001454
2020-04-17,16,28,32,37,45,1,11,2020,4,4,108,16,2,1,158,31.6,10.78424777163433,16,45,29,12,6.0,10,3,2,0,0,1,1,2,1,0.04,0.0,0.08,0.04,0.06,0.1,0.12,4,53,19,11,13,2,1,134.6,11.8,120.1,12.7,128.0,13.05,29.82951558440061,32.35720768065259,33.65615608035573
2020-04-21,10,11,14,23,28,6,8,2020,4,1,112,17,2,1,86,17.2,7.918333157931661,10,28,18,14,7.0,2,3,2,2,1,2,2,0,0,0.02,0.08,0.02,0.06,0.0,0.14,0.12,26,11,4,23,79,9,25,118.8,13.0,123.1,12.7,123.75,12.95,30.613722413323188,26.639361020031075,33.30540496676182
2020-04-24,1,5,19,21,28,4,7,2020,4,4,115,17,2,1,74,14.8,11.366617790706258,1,28,27,11,5.5,3,1,4,1,2,1,2,0,0,0.12,0.02,0.02,0.02,0.02,0.12,0.04,17,5,39,39,1,3,23,112.8,11.4,119.9,12.0,119.95,12.7,36.5950816367447,30.555777776969613,34.468101195163094
2020-04-28,15,23,26,28,32,1,5,2020,4,1,119,18,2,1,124,24.8,6.3796551630946325,15,32,17,6,3.0,4,3,2,0,0,1,3,1,0,0.02,0.06,0.02,0.0,0.02,0.12,0.04,15,14,10,96,39,3,26,117.2,11.6,121.5,10.5,118.05,12.4,36.29325006113405,30.2810905425224,33.04617980947273
2020-05-01,19,20,38,45,47,2,6,2020,5,4,122,18,2,1,169,33.8,13.479614237803691,19,47,28,8,4.0,4,2,3,2,0,2,0,1,2,0.0,0.02,0.0,0.02,0.1,0.22,0.1,147,22,69,16,21,8,8,122.2,10.2,124.5,10.8,119.65,12.1,42.156849977198306,33.52030893519789,34.743079583528164
2020-05-05,2,10,22,27,41,2,3,2020,5,1,126,19,2,1,102,20.4,15.142654985173506,2,41,39,5,2.5,1,3,2,1,2,0,2,0,1,0.04,0.06,0.02,0.04,0.0,0.22,0.02,42,7,37,15,86,1,11,111.0,8.8,122.8,10.3,120.15,11.85,37.443290453698246,34.253304787843234,34.39442274249528
2020-05-08,8,25,32,33,38,7,9,2020,5,4,129,19,2,1,136,27.2,11.691877522451216,8,38,30,16,8.0,2,3,2,0,1,0,1,3,0,0.08,0.02,0.1,0.04,0.02,0.02,0.1,20,33,6,8,29,9,11,121.0,9.2,119.9,11.1,122.75,12.3,35.73513677041135,31.39161246787632,33.470922179990055
2020-05-12,9,16,29,37,39,4,11,2020,5,1,133,20,2,1,130,26.0,13.114877048604,9,39,30,15,7.5,7,1,4,1,1,1,1,2,0,0.04,0.02,0.02,0.06,0.02,0.12,0.12,27,43,34,7,9,5,7,132.2,10.0,122.5,10.7,122.55,12.5,24.252834885843765,31.002688055500318,33.41206053917787
2020-05-15,11,23,32,34,39,1,6,2020,5,4,136,20,2,1,139,27.8,11.031772296417289,11,39,28,7,3.5,5,2,3,1,0,1,1,3,0,0.06,0.08,0.12,0.04,0.04,0.14,0.1,14,5,2,16,1,5,4,135.2,10.2,126.2,10.9,120.15,12.25,23.910248848558624,30.487884661142168,30.09856614874751
2020-05-19,5,25,32,37,43,6,7,2020,5,1,140,21,2,1,142,28.4,14.656056768449009,5,43,38,13,6.5,1,1,4,1,1,0,1,2,1,0.08,0.04,0.12,0.08,0.04,0.16,0.04,18,3,1,2,20,8,7,129.8,11.2,126.0,10.7,120.05,12.05,16.161683080669587,30.364452901377902,30.018371567740818
2020-05-22,3,18,22,27,32,2,7,2020,5,4,143,21,2,1,102,20.4,11.0589330407594,3,32,29,9,4.5,5,3,2,1,1,1,2,1,0,0.12,0.02,0.04,0.06,0.04,0.22,0.06,12,32,5,5,7,5,1,129.8,12.0,120.4,10.4,120.25,11.55,16.161683080669587,28.937480501553217,29.876720386492128
2020-05-26,4,9,14,21,27,4,6,2020,5,1,147,22,2,1,75,15.0,9.192388155425117,4,27,23,10,5.0,2,2,3,2,2,1,2,0,0,0.04,0.02,0.04,0.04,0.0,0.12,0.12,14,19,10,9,288,4,3,117.6,10.8,119.3,10.0,121.2,11.35,28.570964281942025,30.55432320747199,27.967274108368773
2020-05-29,4,8,11,19,46,4,8,2020,5,4,150,22,2,1,88,17.6,16.80178561939177,4,46,42,12,6.0,4,3,2,2,2,2,0,0,1,0.06,0.02,0.0,0.0,0.12,0.12,0.08,1,41,147,53,18,1,11,109.2,10.2,120.7,10.1,120.3,11.05,30.144651266850158,28.499707600839145,28.760535826938874
2020-06-02,10,12,22,26,49,7,11,2020,6,1,154,23,2,2,119,23.8,15.594870951694341,10,49,39,18,9.0,4,4,1,0,1,1,2,0,1,0.04,0.02,0.06,0.02,0.04,0.04,0.12,12,20,3,45,31,7,6,105.2,12.4,120.2,11.3,120.85,10.9,26.281171967779763,28.479232199388058,28.61776224287071
2020-06-05,5,11,17,24,37,3,6,2020,6,4,157,23,2,2,94,18.8,12.37739875741264,5,37,32,9,4.5,3,1,4,1,1,2,1,1,0,0.1,0.1,0.04,0.0,0.0,0.12,0.14,5,13,16,83,83,28,3,95.6,11.6,112.7,11.4,118.6,11.1,16.379865689315565,23.6692486854426,28.883431783272403
2020-06-09,5,15,27,36,46,2,8,2020,6,1,161,24,2,2,129,25.8,16.300306745579974,5,46,41,10,5.0,6,2,3,2,1,1,1,1,1,0.12,0.04,0.06,0.04,0.12,0.2,0.08,1,35,21,40,3,5,3,101.0,11.8,115.4,11.9,119.1,11.1,22.371857321197425,23.852323436791792,28.97712346335518
2020-06-12,2,24,39,45,46,4,8,2020,6,4,164,24,2,2,156,31.2,18.539147768977948,2,46,44,12,6.0,4,3,2,2,1,0,1,1,2,0.02,0.02,0.0,0.04,0.14,0.14,0.1,11,50,64,12,1,4,1,117.2,12.2,117.4,11.5,118.65,11.3,27.562655895250867,26.46675062958963,28.28850426735591
2020-06-16,4,9,11,17,39,2,10,2020,6,1,168,25,2,2,80,16.0,13.674794331177344,4,39,35,12,6.0,8,1,4,2,2,2,0,1,0,0.08,0.04,0.02,0.0,0.06,0.22,0.12,5,6,5,294,9,2,27,115.6,12.2,112.4,11.2,117.45,10.95,29.821133445930723,28.469086548199638,29.428727461444932
2020-06-19,5,14,19,24,43,3,11,2020,6,4,171,25,2,2,105,21.0,14.159802258506296,5,43,38,14,7.0,8,2,3,0,1,2,1,0,1,0.14,0.04,0.02,0.02,0.06,0.1,0.14,3,24,16,4,9,4,5,112.8,11.4,109.0,11.9,117.6,11.4,30.078231330981033,26.92788723816079,29.35338230309383
2020-06-23,2,12,19,46,49,1,8,2020,6,1,175,26,2,2,128,25.6,20.911719202399404,2,49,47,9,4.5,7,3,2,1,1,2,0,0,2,0.04,0.04,0.04,0.02,0.04,0.14,0.12,3,6,1,23,6,11,3,119.6,11.4,107.6,11.5,116.8,11.1,28.57096428194201,25.338595944614525,28.80898982499812
2020-06-26,1,10,12,21,26,5,11,2020,6,4,178,26,2,2,70,14.0,9.772410142846033,1,26,25,16,8.0,6,3,2,0,2,1,2,0,0,0.06,0.04,0.02,0.04,0.0,0.06,0.16,18,15,49,9,164,31,2,107.8,12.6,104.4,12.2,112.4,11.3,35.14541221838223,28.004761499906706,28.905289991170957
2020-06-30,1,6,11,28,42,2,10,2020,6,1,182,27,2,2,88,17.6,17.008821240756223,1,42,41,12,6.0,8,3,2,2,2,1,1,0,1,0.08,0.0,0.04,0.02,0.02,0.22,0.12,1,134,4,18,36,4,4,94.2,12.6,105.7,12.4,112.5,11.2,22.829805080202014,26.7625360034008,28.81246075462569
2020-07-03,4,16,27,37,39,3,6,2020,7,4,185,27,3,2,123,24.6,14.707141122597553,4,39,35,9,4.5,3,2,3,1,1,1,1,2,0,0.1,0.02,0.08,0.08,0.08,0.12,0.14,5,15,7,13,5,4,8,102.8,12.0,109.2,12.1,114.95,11.1,24.201239637671737,26.47766354244004,27.415852118225768
2020-07-07,12,16,23,33,41,8,10,2020,7,1,189,28,3,2,125,25.0,11.979148550710939,12,41,29,18,9.0,2,2,3,2,0,2,1,1,1,0.02,0.04,0.0,0.06,0.02,0.02,0.14,28,1,68,17,18,50,2,106.8,12.8,109.8,12.1,115.0,11.7,26.2240347772804,26.790545596036775,27.434131641941427
2020-07-10,15,17,23,30,38,2,7,2020,7,4,192,28,3,2,123,24.6,9.50263121456368,15,38,23,9,4.5,5,2,3,1,0,2,2,1,0,0.04,0.02,0.02,0.04,0.04,0.22,0.08,21,29,1,29,18,3,14,105.8,12.8,112.7,12.1,112.7,11.75,25.292291315735163,26.45772309007531,24.432721803696897
2020-07-14,11,22,30,37,47,9,10,2020,7,1,196,29,3,2,147,29.4,13.794926603646719,11,47,36,19,9.5,1,2,3,1,0,1,2,1,1,0.08,0.0,0.04,0.1,0.06,0.02,0.16,17,88,36,3,21,35,2,121.2,13.4,114.5,13.0,114.95,12.45,21.14710382061821,28.242009686123694,25.44648667715309
2020-07-17,7,15,27,41,43,7,9,2020,7,4,199,29,3,2,133,26.6,15.773395322504284,7,43,36,16,8.0,2,0,5,0,1,1,1,0,2,0.04,0.04,0.1,0.04,0.06,0.06,0.08,33,11,4,32,8,13,20,130.2,14.2,112.2,13.4,114.8,12.45,10.25670512396652,25.266578715765867,25.32442133177927
2020-07-21,14,15,24,29,42,2,4,2020,7,1,203,30,3,2,124,24.8,11.476062042355817,14,42,28,6,3.0,2,3,2,2,0,2,2,0,1,0.0,0.06,0.02,0.0,0.04,0.24,0.06,129,1,32,53,6,3,29,130.4,13.6,116.6,12.8,114.5,12.0,10.0895986045036,22.741054407294964,25.169948664816083
2020-07-24,8,9,27,28,50,4,12,2020,7,4,206,30,3,2,122,24.4,17.184295155751954,8,50,42,16,8.0,8,3,2,2,2,0,2,0,1,0.04,0.06,0.1,0.04,0.02,0.14,0.08,22,11,2,7,32,12,31,129.8,13.2,118.3,13.0,113.65,12.45,10.56882207249234,22.41056298563979,24.579141777660162
2020-07-28,9,13,15,17,34,2,7,2020,7,1,210,31,3,2,88,17.6,9.633275663033837,9,34,25,9,4.5,5,1,4,1,1,3,0,1,0,0.04,0.0,0.0,0.02,0.0,0.24,0.1,22,73,70,12,63,2,5,122.8,13.2,114.3,13.0,110.95,12.25,21.810547906918902,24.00023148036503,24.264930292610916
2020-07-31,21,24,30,46,49,2,5,2020,7,4,213,31,3,2,170,34.0,12.786711852544421,21,49,28,7,3.5,3,3,2,1,0,0,3,0,2,0.0,0.02,0.06,0.04,0.06,0.26,0.02,51,14,5,11,11,1,27,127.4,10.8,124.3,12.1,114.35,12.15,29.322346427255827,24.322143545885574,27.494066345495888
2020-08-04,1,2,5,15,42,5,8,2020,8,1,217,32,3,2,65,13.0,17.131841699011815,1,42,41,13,6.5,3,2,3,1,3,1,0,0,1,0.08,0.0,0.0,0.0,0.06,0.06,0.1,10,186,186,159,4,11,12,113.8,10.2,122.0,12.2,113.85,12.3,39.927434177517696,28.809720581775796,28.32569040362668
2020-08-07,5,20,21,36,41,6,11,2020,8,4,220,32,3,2,123,24.6,14.293355099485915,5,41,36,17,8.5,5,2,3,1,1,1,1,1,1,0.12,0.04,0.02,0.02,0.04,0.08,0.16,14,28,42,17,9,23,12,113.6,12.4,122.0,13.0,115.6,12.55,39.86602563587206,28.809720581775796,27.7192693759566
2020-08-11,8,13,14,42,50,3,9,2020,8,1,224,33,3,2,127,25.4,19.15202339179858,8,50,42,12,6.0,6,4,1,0,1,2,0,0,2,0.06,0.02,0.06,0.0,0.04,0.08,0.08,5,4,22,73,5,11,7,114.6,11.6,122.2,12.4,116.0,12.25,40.19079496601191,28.839787331624507,27.828421669789
2020-08-14,9,10,19,42,49,4,12,2020,8,4,227,33,3,2,129,25.8,18.566098136118963,9,49,40,16,8.0,8,2,3,2,2,1,0,0,2,0.04,0.06,0.06,0.02,0.06,0.16,0.1,5,14,15,1,4,6,6,122.8,13.0,122.8,13.1,117.75,12.6,37.49933332740736,28.920580907028754,27.470318910646714
2020-08-18,6,12,17,34,42,5,12,2020,8,1,231,34,3,2,111,22.2,15.20526224699857,6,42,36,17,8.5,7,4,1,1,1,2,0,1,1,0.02,0.06,0.04,0.04,0.08,0.06,0.12,36,16,21,27,4,4,1,111.0,15.0,119.2,12.9,116.85,12.95,26.645825188948642,27.792085204244664,27.37704570582718
2020-08-21,10,15,35,44,50,3,5,2020,8,4,234,34,3,2,154,30.8,17.626684316683047,10,50,40,8,4.0,2,3,2,0,1,1,0,1,2,0.04,0.06,0.0,0.02,0.06,0.1,0.04,23,9,54,49,3,3,6,128.8,14.0,121.3,12.1,116.75,12.75,15.722595205626899,29.679959568705545,27.229772792217577
2020-08-25,7,18,30,37,39,8,10,2020,8,1,238,35,3,2,131,26.2,13.516656391282572,7,39,32,18,9.0,2,2,3,2,1,1,1,2,0,0.04,0.02,0.06,0.12,0.1,0.02,0.12,11,27,7,12,15,14,12,130.4,14.2,122.0,13.3,119.3,13.05,15.388307249337114,29.83286778035253,25.965766937095882
2020-08-28,7,12,16,17,31,7,9,2020,8,4,241,35,3,2,83,16.6,8.96102672688794,7,31,24,16,8.0,2,2,3,0,1,3,0,1,0,0.06,0.08,0.0,0.04,0.0,0.08,0.08,1,3,122,9,153,12,5,121.6,15.0,118.1,13.3,118.2,13.15,26.43482551483942,32.28157369150387,27.046937758372312
2020-09-01,4,8,10,33,46,8,11,2020,9,1,245,36,3,3,101,20.2,18.335757415498275,4,46,42,19,9.5,3,4,1,1,3,0,0,1,1,0.1,0.02,0.0,0.08,0.08,0.04,0.16,17,27,147,16,23,2,7,116.0,15.6,119.4,14.3,116.85,13.65,27.422618401604318,31.17762730620212,27.205407744165843
2020-09-04,6,22,29,40,43,4,7,2020,9,4,248,36,3,3,140,28.0,14.916433890176299,6,43,37,11,5.5,3,3,2,1,1,0,2,1,1,0.04,0.02,0.02,0.0,0.06,0.16,0.1,5,15,33,90,14,6,11,121.8,14.4,116.4,14.7,120.35,13.4,29.115288080319676,26.92045896917632,25.296712913153932
2020-09-08,2,9,31,35,41,9,12,2020,9,1,252,37,3,3,118,23.6,17.08215443086732,2,41,39,21,10.5,3,1,4,1,2,0,0,2,1,0.06,0.08,0.0,0.02,0.06,0.02,0.12,22,13,94,42,9,16,6,114.6,17.0,121.7,15.5,121.85,13.85,22.963013739490037,20.00583248288682,24.140542443650403
2020-09-11,34,38,42,43,45,9,12,2020,9,4,255,37,3,3,202,40.4,4.393176527297759,34,45,11,21,10.5,3,3,2,1,0,0,0,2,3,0.0,0.0,0.0,0.0,0.02,0.04,0.12,92,54,101,61,42,1,1,128.8,17.6,129.6,15.9,125.8,14.45,46.01847455098878,32.35978299611346,30.07289389746891
2020-09-15,16,20,25,30,38,6,8,2020,9,1,259,38,3,3,129,25.8,8.613942186943213,16,38,22,14,7.0,2,4,1,2,0,2,2,1,0,0.04,0.04,0.0,0.06,0.04,0.06,0.12,43,11,90,19,19,11,12,138.0,17.2,129.8,16.1,126.0,14.25,38.56812155135375,32.348106590649145,30.080593499184147
2020-09-18,2,10,19,25,45,1,7,2020,9,4,262,38,3,3,101,20.2,16.39207125411551,2,45,43,8,4.0,6,2,3,0,2,1,1,0,1,0.08,0.08,0.08,0.0,0.04,0.12,0.12,3,10,10,64,2,25,4,138.0,15.0,127.0,15.3,124.9,14.2,38.56812155135375,33.61216710921471,30.593945049375577
2020-09-22,16,25,28,39,40,1,6,2020,9,1,266,39,3,3,148,29.6,10.064790112068906,16,40,24,7,3.5,5,3,2,1,0,1,2,2,0,0.06,0.04,0.0,0.0,0.02,0.14,0.12,2,36,94,72,46,1,23,139.6,14.2,130.7,14.3,124.95,13.6,38.83683818232371,33.69157494422338,30.632756804990404
2020-09-25,19,23,34,37,45,1,7,2020,9,4,269,39,3,3,158,31.6,10.573551910309043,19,45,26,8,4.0,6,1,4,0,0,1,1,2,1,0.02,0.04,0.04,0.12,0.06,0.14,0.14,42,38,47,9,2,1,2,147.6,11.6,131.1,14.3,126.2,13.2,37.36709782683147,34.02107190159258,31.476975712415598
2020-09-29,4,14,16,41,44,11,12,2020,9,1,273,40,3,3,119,23.8,17.69745744450315,4,44,40,23,11.5,1,4,1,1,1,2,0,0,2,0.12,0.02,0.02,0.02,0.0,0.0,0.12,8,29,9,21,73,99,5,131.0,12.0,129.9,14.8,125.95,14.05,22.726636354727038,34.23594602168893,31.515201010573357
2020-10-02,6,12,15,40,45,3,9,2020,10,4,276,40,4,3,118,23.6,17.643695757975422,6,45,39,12,6.0,6,3,2,0,1,2,0,1,1,0.06,0.08,0.02,0.02,0.08,0.1,0.08,8,10,19,8,2,12,10,128.8,11.6,133.4,14.4,125.75,13.85,23.488294957276096,30.49298644315151,31.55425569763262
2020-10-06,4,21,36,41,47,9,11,2020,10,1,280,41,4,3,149,29.8,17.340703561274555,4,47,43,20,10.0,2,2,3,0,1,0,1,1,2,0.12,0.0,0.0,0.04,0.04,0.06,0.16,2,91,172,2,24,7,10,138.4,14.0,138.2,14.5,128.8,14.4,18.582249594707235,28.541587591131346,30.648430886253784
2020-10-09,11,15,35,41,50,5,8,2020,10,4,283,41,4,3,152,30.4,16.816658407662327,11,50,39,13,6.5,3,1,4,1,0,2,0,1,2,0.04,0.08,0.02,0.06,0.06,0.06,0.14,25,14,14,1,14,15,7,139.2,15.2,139.4,14.7,127.9,14.7,19.17550520846835,28.875980021849013,29.62200462316381
2020-10-13,5,14,38,41,46,1,10,2020,10,1,287,42,4,3,144,28.8,18.130085493455347,5,46,41,11,5.5,9,3,2,1,1,1,0,1,2,0.1,0.04,0.02,0.08,0.08,0.12,0.1,19,4,47,1,12,5,14,136.4,15.8,142.0,13.7,131.85,14.6,16.59216682654795,27.888667551135885,25.815692901799103
2020-10-16,15,33,38,40,50,3,6,2020,10,4,290,42,4,3,176,35.2,12.872451204024818,15,50,35,9,4.5,3,3,2,1,0,1,0,3,1,0.04,0.0,0.04,0.04,0.08,0.12,0.12,28,111,1,4,2,4,7,147.8,13.0,139.4,12.5,134.5,14.2,20.71714266012553,22.331840746143435,27.52319595885394
2020-10-20,5,6,15,37,42,3,4,2020,10,1,294,43,4,3,105,21.0,17.421251390184345,5,42,37,7,3.5,1,2,3,1,2,1,0,1,1,0.12,0.02,0.04,0.12,0.08,0.14,0.02,2,32,5,7,18,1,26,145.2,12.0,137.0,11.8,133.4,13.95,25.626158510397033,24.734141945452205,28.268263774807707
2020-10-23,10,15,19,21,23,3,12,2020,10,4,297,43,4,3,88,17.6,5.176871642217914,10,23,13,15,7.5,9,1,4,1,1,2,2,0,0,0.04,0.1,0.08,0.04,0.0,0.16,0.12,18,4,10,34,68,1,7,133.0,11.0,135.7,12.5,131.35,13.9,35.84689665786984,27.068021312570625,30.03554911311456
2020-10-27,13,15,28,32,44,3,12,2020,10,1,301,44,4,3,132,26.4,12.77888884058391,13,44,31,15,7.5,9,3,2,1,0,2,1,1,1,0.0,0.12,0.02,0.0,0.02,0.18,0.14,77,1,10,71,8,1,1,129.0,11.4,134.1,13.3,132.4,13.8,34.27827300200524,26.73096415104483,29.651306885194803
2020-10-30,12,16,20,21,28,3,9,2020,10,4,304,44,4,3,97,19.4,5.9833101206606365,12,28,16,12,6.0,6,4,1,0,0,3,2,0,0,0.02,0.06,0.0,0.06,0.0,0.2,0.1,33,33,64,2,54,1,8,119.6,11.6,128.0,13.7,129.55,14.0,35.55699649857965,27.61642023627726,30.200165562460107
2020-11-03,5,7,18,20,30,6,7,2020,11,1,308,45,4,3,80,16.0,10.222524150130436,5,30,25,13,6.5,1,3,2,1,2,2,1,0,0,0.14,0.0,0.0,0.0,0.0,0.06,0.14,4,66,72,147,79,14,11,100.4,12.4,124.1,12.7,127.0,13.75,20.007498594277433,31.508199990901776,32.16078029951522
2020-11-06,7,12,37,40,50,1,2,2020,11,4,311,45,4,3,146,29.2,18.700267377767624,7,50,43,3,1.5,1,3,2,1,1,1,0,2,1,0.06,0.1,0.0,0.06,0.1,0.12,0.0,20,10,145,6,6,7,117,108.6,11.6,126.9,11.8,130.15,13.1,28.823601440486406,32.14360140231813,30.675337256328167
2020-11-10,3,19,29,32,38,5,12,2020,11,1,315,46,4,3,121,24.2,13.700364958642526,3,38,35,17,8.5,7,2,3,1,1,1,1,2,0,0.02,0.0,0.02,0.02,0.04,0.08,0.16,49,63,19,4,16,9,4,115.2,12.0,124.1,11.5,131.15,13.0,26.621419947102886,31.210575130875046,29.993464200336096
2020-11-13,1,5,17,28,31,1,10,2020,11,4,318,46,4,3,82,16.4,13.371611720357423,1,31,30,11,5.5,9,1,4,1,2,1,1,1,0,0.06,0.0,0.04,0.04,0.02,0.12,0.12,29,58,25,32,22,2,9,105.2,11.2,117.1,11.3,128.25,13.0,28.083803161253133,32.09517097633215,31.83985420490294
2020-11-17,16,19,25,30,44,2,6,2020,11,1,322,47,4,3,134,26.8,11.031772296417289,16,44,28,8,4.0,4,3,2,2,0,2,2,0,1,0.04,0.02,0.02,0.04,0.04,0.14,0.1,16,2,18,18,6,31,9,112.6,10.4,116.1,11.0,129.05,12.35,30.179463215902437,31.310097767688546,31.76968929490401
2020-11-20,28,29,39,48,50,5,7,2020,11,4,325,47,4,3,194,38.8,10.2810505299799,28,50,22,12,6.0,2,3,2,0,0,0,2,1,2,0.0,0.0,0.02,0.0,0.12,0.1,0.12,835,63,46,245,4,3,5,135.4,10.2,117.9,11.3,128.65,11.9,40.642342452176635,35.38816500218987,30.839610551162448
2020-11-24,25,33,38,42,50,8,12,2020,11,1,329,48,4,3,188,37.6,9.396807968666808,25,50,25,20,10.0,4,3,2,2,0,0,1,2,2,0.0,0.02,0.04,0.04,0.14,0.06,0.18,129,11,11,29,1,24,4,143.8,13.6,126.2,12.6,131.6,12.2,47.19321985200837,41.27092062080619,33.57536691024978
2020-11-27,2,5,8,14,16,8,9,2020,11,4,332,48,4,3,45,9.0,5.916079783099616,2,16,14,17,8.5,1,4,1,1,3,2,0,0,0,0.08,0.02,0.0,0.0,0.0,0.08,0.1,20,4,73,97,192,1,8,128.6,13.6,121.9,12.8,128.8,12.65,65.18281982240413,47.468000917577164,38.2685799387215
2020-12-01,14,20,29,47,49,4,12,2020,12,1,336,49,4,0,159,31.8,15.738487856207787,14,49,35,16,8.0,8,2,3,2,0,2,1,0,2,0.02,0.04,0.04,0.0,0.06,0.08,0.2,38,22,6,124,31,25,2,144.0,14.6,124.6,12.9,129.35,13.1,60.336556083356264,48.853977433890755,38.63632732900069
2020-12-04,14,20,27,34,38,1,11,2020,12,4,339,49,4,0,133,26.6,9.838699100999074,14,38,24,12,6.0,10,4,1,0,0,2,1,2,0,0.04,0.06,0.06,0.02,0.06,0.14,0.1,1,1,38,31,7,6,17,143.8,15.4,128.2,12.9,128.1,13.3,60.379632327466155,47.91149247426037,38.06075475646247
2020-12-08,1,4,21,24,46,2,12,2020,12,1,343,50,4,0,96,19.2,18.074844397670482,1,46,45,14,7.0,10,3,2,2,2,0,2,0,1,0.08,0.0,0.02,0.02,0.04,0.14,0.22,7,82,35,49,16,6,2,124.2,15.8,129.8,13.0,126.95,12.85,55.73777892955551,46.36521684769016,38.692410516520546
2020-12-11,6,9,13,24,41,3,12,2020,12,4,346,50,4,0,93,18.6,14.25833089811006,6,41,35,15,7.5,9,2,3,1,2,1,1,0,1,0.06,0.04,0.0,0.04,0.06,0.2,0.24,20,27,101,1,27,12,1,105.2,14.8,124.5,14.2,125.7,13.0,43.37280253799619,47.32687749401317,39.394228805218376
2020-12-15,9,13,21,29,35,1,2,2020,12,1,350,51,4,0,107,21.4,10.807404868885037,9,35,26,3,1.5,1,0,5,1,1,1,2,1,0,0.04,0.04,0.04,0.02,0.0,0.16,0.02,35,36,2,42,101,3,11,117.6,12.0,123.1,12.8,123.6,12.15,27.99642834362992,47.64789840299589,39.205799785772875
